DocEntry;DocDate;CardCode;CardName;ItemCode;Dscription;Miktar;ShipToCode;Address2
1;2021-07-30 00:00:00.000;M020216;KARNOUG;TA000012311;ECO_HB10 BEYAZ;1;NULL;NULL
2;2021-10-31 00:00:00.000;M010170;PINAR ENTEGRE ET A.S.;TA000011903;MOD 7 SIYAH;1.000;DEPO;PINAR ENTEGRE ET A.S.  0232 877 09 00 TÜRKIYE
3;2021-10-31 00:00:00.000;M010111;GÜMÜŞDOĞA SU ÜRÜNLERİ ÜR.İTH.VE İHR.A.Ş.;TA000010020;11*19 PLAKA_K C BEYAZ;1.250;DEPO;GÜMÜSDOGA SU ÜRÜNLERI ÜRETIM ITHALAT VE IHRACAT A.S.  0252 522 31 61 TÜRKIYE
4;2021-10-31 00:00:00.000;M020216;KARNOUG;TA000012311;ECO_HB10 BEYAZ;440;KARNOUG;9. RUE DE LA POTERİE 93200  93200 SAINT DENIS FRANCE
4;2021-10-31 00:00:00.000;M020216;KARNOUG;TA000012309;ECO_MB3_200 BEYAZ;58;KARNOUG;9. RUE DE LA POTERİE 93200  93200 SAINT DENIS FRANCE
4;2021-10-31 00:00:00.000;M020216;KARNOUG;TA000012315;ECO_HB6 BEYAZ;270;KARNOUG;9. RUE DE LA POTERİE 93200  93200 SAINT DENIS FRANCE
5;2021-10-31 00:00:00.000;M020009;ASSAPLAST LTD.-BULGARISTAN;TA000012315;ECO_HB6 BEYAZ;110;ASSAPLAST;KOKICHE 6302 TRAKIYSKI,  06302 HASKOVO BULGARIA
5;2021-10-31 00:00:00.000;M020009;ASSAPLAST LTD.-BULGARISTAN;TA000012311;ECO_HB10 BEYAZ;110;ASSAPLAST;KOKICHE 6302 TRAKIYSKI,  06302 HASKOVO BULGARIA
6;2021-10-31 00:00:00.000;M010035;A3 AMBALAJ SANAYİ VE DIŞ TİC.LTD.ŞTİ.;TA000012093;MOD 1 BEYAZ (URFA);17;DEPO;GÖRECE CUMHURİYET MAH. SÜLEYMAN DEMİREL BLV. NO:A3/E-F  0232 262 62 61 TÜRKIYE
7;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);95;GROSPAK AMBALAJ;GROSPAK AMBALAJ SANAYI MAH 60340SK NO 3 IÇ KAPI NO 1  27000 GAZİANTEP TÜRKIYE
8;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012192;MOD 27/BZ BEYAZ (URFA);3.041;GROSPAK AMBALAJ;GROSPAK AMBALAJ SANAYI MAH 60340SK NO 3 IÇ KAPI NO 1  27000 GAZİANTEP TÜRKIYE
9;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012194;MOD 27/CZ BEYAZ (URFA);2.808;GROSPAK AMBALAJ;GROSPAK AMBALAJ SANAYI MAH 60340SK NO 3 IÇ KAPI NO 1  27000 GAZİANTEP TÜRKIYE
10;2021-10-31 00:00:00.000;M010122;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ.;TA000012197;MOD 29/B BEYAZ (URFA);285;DEPO;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ.  48000 MUĞLA TÜRKIYE
11;2021-10-31 00:00:00.000;M010053;1E1 BİRLİK AMB.İNŞ.GIDA TİC.TLD.ŞTİ.;TA000012131;MOD 2 Z_250 BEYAZ (URFA);592;DEPO;MACUN MAH.249 SOK.SS.YENİMAHALLE  0 312 397 40 78 TÜRKIYE
12;2021-10-31 00:00:00.000;M010053;1E1 BİRLİK AMB.İNŞ.GIDA TİC.TLD.ŞTİ.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);500;DEPO;MACUN MAH.249 SOK.SS.YENİMAHALLE  06000 ANKARA TÜRKIYE
13;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);1.000;MSB AMBALAJ;MSB AMBALAJ TEM.LTD.STI. ARABACIALANI MAH. KARANFIL SOK. NO:13A  54000 SAKARYA TÜRKIYE
14;2021-10-31 00:00:00.000;M020307;LE TRIANGLE;TA000012311;ECO_HB10 BEYAZ;1.715;LE TRIANGLE;27 rue de écoles 95500  95500 LE THILLAY FRANCE
15;2021-10-31 00:00:00.000;M010170;PINAR ENTEGRE ET A.S.;TA000012266;MOD 122/B C SIYAH;2.170;DEPO;PINAR ENTEGRE ET A.S.  0232 877 09 00 TÜRKIYE
16;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012096;MOD 1 Z_250_BSZ BEYAZ (URFA);5.000;DEPO;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.  0 328 876 00 11 TÜRKIYE
17;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012131;MOD 2 Z_250 BEYAZ (URFA);6.527;DEPO;ISTIKLAL MAH. S.KEMAL KESKIN CAD. NO:87  80000 OSMANİYE TÜRKIYE
18;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);5.000;DEPO;ISTIKLAL MAH. S.KEMAL KESKIN CAD. NO:87  80000 OSMANİYE TÜRKIYE
19;2021-10-31 00:00:00.000;M010148;LAPİNA TUR.İŞL.VE TİC.SAN.LTD.ŞTİ.;TA000012194;MOD 27/CZ BEYAZ (URFA);113;DEPO;GÜVERCİNLİK YOLU  48000 MUĞLA TÜRKIYE
20;2021-10-31 00:00:00.000;M010019;AKTEPE AMB.PLS.A.Ş.;TA000011824;MOD 55_200 BEYAZ;150;ANTALYA DEPO;AKTEPE PLS. AMB. YENİGÖL MAH. FİLİZ SOK. NECDET YAZISIZ SİT. NO:43  07000 ANTALYA TÜRKIYE
21;2021-10-31 00:00:00.000;M010443;STOK;TA000011480;MOD 33/AY_900 BEYAZ;50;STOK;35800 İZMİR TÜRKIYE
22;2021-10-31 00:00:00.000;M010443;STOK;TA000012322;MOD 33/BY_900 BEYAZ;50;STOK;TÜRKIYE
23;2021-10-31 00:00:00.000;M010170;PINAR ENTEGRE ET A.S.;TA000011903;MOD 7 SIYAH;1.196;DEPO;PINAR ENTEGRE ET A.S.  0232 877 09 00 TÜRKIYE
24;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000011498;MOD 33/BY_900 BEYAZ (URFA);50;MSB AMBALAJ;MSB AMBALAJ TEM.LTD.STI. ARABACIALANI MAH. KARANFIL SOK. NO:13A  54000 SAKARYA TÜRKIYE
25;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);8;MSB AMBALAJ;MSB AMBALAJ TEM.LTD.STI. ARABACIALANI MAH. KARANFIL SOK. NO:13A  54000 SAKARYA TÜRKIYE
26;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012194;MOD 27/CZ BEYAZ (URFA);200;MSB AMBALAJ;MSB AMBALAJ TEM.LTD.STI. ARABACIALANI MAH. KARANFIL SOK. NO:13A  54000 SAKARYA TÜRKIYE
27;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012192;MOD 27/BZ BEYAZ (URFA);8;MSB AMBALAJ;MSB AMBALAJ TEM.LTD.STI. ARABACIALANI MAH. KARANFIL SOK. NO:13A  54000 SAKARYA TÜRKIYE
28;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012131;MOD 2 Z_250 BEYAZ (URFA);200;NISA NUR TEMIZLIK AMBALAJ .;FATIH BILALOGLU ISTASYON MAH. MITHATPASA CAD. NO:6  41000 KOCAELI TÜRKIYE
29;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000011498;MOD 33/BY_900 BEYAZ (URFA);20;NISA NUR TEMIZLIK AMBALAJ .;FATIH BILALOGLU ISTASYON MAH. MITHATPASA CAD. NO:6  41000 KOCAELI TÜRKIYE
30;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);150;NISA NUR TEMIZLIK AMBALAJ .;FATIH BILALOGLU ISTASYON MAH. MITHATPASA CAD. NO:6  41000 KOCAELI TÜRKIYE
31;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);500;NISA NUR TEMIZLIK AMBALAJ .;FATIH BILALOGLU ISTASYON MAH. MITHATPASA CAD. NO:6  41000 KOCAELI TÜRKIYE
32;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012214;MOD 36/DZ_100 BEYAZ (URFA);50;NISA NUR TEMIZLIK AMBALAJ .;FATIH BILALOGLU ISTASYON MAH. MITHATPASA CAD. NO:6  41000 KOCAELI TÜRKIYE
33;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);100;NISA NUR TEMIZLIK AMBALAJ .;FATIH BILALOGLU ISTASYON MAH. MITHATPASA CAD. NO:6  41000 KOCAELI TÜRKIYE
34;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);50;NISA NUR TEMIZLIK AMBALAJ .;FATIH BILALOGLU ISTASYON MAH. MITHATPASA CAD. NO:6  41000 KOCAELI TÜRKIYE
35;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012192;MOD 27/BZ BEYAZ (URFA);50;NISA NUR TEMIZLIK AMBALAJ .;FATIH BILALOGLU ISTASYON MAH. MITHATPASA CAD. NO:6  41000 KOCAELI TÜRKIYE
36;2021-10-31 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000011259;MOD 2_U_L_BSZ BEYAZ (URFA);297;BIREL AMBALAJ;BİREL AMBALAJ MLZ. SANAYİ MAH. 60419 NOLU SOK.  27000 GAZİANTEP TÜRKIYE
37;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012200;MOD 33/AY_900 BEYAZ (URFA);20;MSB AMBALAJ;MSB AMBALAJ TEM.LTD.STI. ARABACIALANI MAH. KARANFIL SOK. NO:13A  54000 SAKARYA TÜRKIYE
38;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012208;MOD 33/CY_900 BEYAZ (URFA);3.853;KOKSALLAR AMBALAJ;BASPINAR (ORGANIZE) OSB MAH. OSB 5.BÖLGE 83542 NOL  63063 GAZİANTEP TÜRKIYE
39;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012200;MOD 33/AY_900 BEYAZ (URFA);800;GROSPAK AMBALAJ;GROSPAK AMBALAJ SANAYI MAH 60340SK NO 3 IÇ KAPI NO 1   TÜRKIYE
40;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);1.363;GROSPAK AMBALAJ;GROSPAK AMBALAJ SANAYI MAH 60340SK NO 3 IÇ KAPI NO 1  27000 GAZİANTEP TÜRKIYE
41;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012194;MOD 27/CZ BEYAZ (URFA);350;TEMIZ TICARET;TEMIZ TICARET - AHMET TEMIZ SAHINCILI MAH. ZÜBEYDE HANIM CAD. NO:188C  52000 ORDU TÜRKIYE
42;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);350;TEMIZ TICARET;TEMIZ TICARET - AHMET TEMIZ SAHINCILI MAH. ZÜBEYDE HANIM CAD. NO:188C  52000 ORDU TÜRKIYE
43;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012131;MOD 2 Z_250 BEYAZ (URFA);200;TEMIZ TICARET;TEMIZ TICARET - AHMET TEMIZ SAHINCILI MAH. ZÜBEYDE HANIM CAD. NO:188C  52000 ORDU TÜRKIYE
44;2021-10-31 00:00:00.000;M010444;ERZE IZMIR SUBE;TA000012093;MOD 1 BEYAZ (URFA);193;ERZE İZMİR;KIZILÜZÜM MAH. KEMALPAŞA KIZILÜZÜM CAD.   TÜRKIYE
45;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ SAN.TİC.LTD.ŞTİ;TA000012192;MOD 27/BZ BEYAZ (URFA);300;TOPKAYA AMBALAJ;TOPKAYA AMBALAJ GAZILER MAH. IBRAHIM AGA CAD. NO:145A  0 546 898 31 95 SALIH BEY TÜRKIYE
46;2021-10-31 00:00:00.000;M010122;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ.;TA000011480;MOD 33/AY_900 BEYAZ;100;DEPO;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ.  0 252 319 03 00 TÜRKIYE
47;2021-10-31 00:00:00.000;M010053;1E1 BİRLİK AMB.İNŞ.GIDA TİC.TLD.ŞTİ.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);600;DEPO;MACUN MAH.249 SOK.SS.YENİMAHALLE  06000 ANKARA TÜRKIYE
48;2021-10-31 00:00:00.000;M010053;1E1 BİRLİK AMB.İNŞ.GIDA TİC.TLD.ŞTİ.;TA000011901;MOD 7 KOYU SARI;200;DEPO;MACUN MAH.249 SOK.SS.YENİMAHALLE  0 312 397 40 78 TÜRKIYE
49;2021-10-31 00:00:00.000;M010053;1E1 BİRLİK AMB.İNŞ.GIDA TİC.TLD.ŞTİ.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);560;DEPO;MACUN MAH.249 SOK.SS.YENİMAHALLE  06000 ANKARA TÜRKIYE
50;2021-10-31 00:00:00.000;M010053;1E1 BİRLİK AMB.İNŞ.GIDA TİC.TLD.ŞTİ.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);500;DEPO;MACUN MAH.249 SOK.SS.YENİMAHALLE  06000 ANKARA TÜRKIYE
51;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000011498;MOD 33/BY_900 BEYAZ (URFA);51;DEKOR KAGITCILIK LTD;BÜYÜKDALYAN MAH. 2.KÜMEEVLER NO:69/A ANTAKYA HATAY  31000 HATAY TÜRKIYE
52;2021-10-31 00:00:00.000;M010035;A3 AMBALAJ SANAYİ VE DIŞ TİC.LTD.ŞTİ.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);239;DEPO;GÖRECE CUMHURİYET MAH. SÜLEYMAN DEMİREL BLV. NO:A3/E-F  0232 262 62 61 TÜRKIYE
53;2021-10-31 00:00:00.000;M010035;A3 AMBALAJ SANAYİ VE DIŞ TİC.LTD.ŞTİ.;TA000010332;MOD 1_KYS_250 SIYAH;47;DEPO;GÖRECE CUMHURİYET MAH. SÜLEYMAN DEMİREL BLV. NO:A3/E-F  35000 İZMİR TÜRKIYE
54;2021-10-31 00:00:00.000;M010035;A3 AMBALAJ SANAYİ VE DIŞ TİC.LTD.ŞTİ.;TA000011025;MOD 16/A_KYS_150 KAYISI;603;DEPO;GÖRECE CUMHURİYET MAH. SÜLEYMAN DEMİREL BLV. NO:A3/E-F  35000 İZMİR TÜRKIYE
55;2021-10-31 00:00:00.000;M010019;AKTEPE AMB.PLS.A.Ş.;TA000012109;MOD 14/A_100 BEYAZ (URFA);100;ANTALYA DEPO;AKTEPE PLS. AMB. YENİGÖL MAH. FİLİZ SOK. NECDET YAZISIZ SİT. NO:43  07000 ANTALYA TÜRKIYE
56;2021-10-31 00:00:00.000;M010031;ATILIM AMB.SAN.TİC.LTD.ŞTİ.;TA000010243;MOD 1 KOYU SARI;50;DEPO;ATILIM AMB.LTD.ŞTİ.  0 212 659 19 69 TÜRKIYE
57;2021-10-31 00:00:00.000;M010078;DÜNYA NB AMBALAJ TEMIZ. GIDA A.Ş.;TA000012258;MOD 16/A BEYAZ (URFA);20;DEPO;DÜNYA NB AMBALAJ TEM.TIC.SAN.A.S.  35000 İZMİR TÜRKIYE
58;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012162;MOD 23/BYZ_100 BEYAZ (URFA);500;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
59;2021-10-31 00:00:00.000;M010081;ENGİNOĞLU AMBALAJ - RAMADAN ENGİN;TA000012214;MOD 36/DZ_100 BEYAZ (URFA);100;ERER AMBALAJ;ERER AMBALAJ SAN.TIC.LTD.STI. SEHIT HÜSEYIN KIL MAH. DÜZCE CAD. NO:73  81000 DÜZCE TÜRKIYE
60;2021-10-31 00:00:00.000;M010081;ENGİNOĞLU AMBALAJ - RAMADAN ENGİN;TA000012192;MOD 27/BZ BEYAZ (URFA);250;ERER AMBALAJ;ERER AMBALAJ SAN.TIC.LTD.STI. SEHIT HÜSEYIN KIL MAH. DÜZCE CAD. NO:73  81000 DÜZCE TÜRKIYE
61;2021-10-31 00:00:00.000;M010081;ENGİNOĞLU AMBALAJ - RAMADAN ENGİN;TA000012109;MOD 14/A_100 BEYAZ (URFA);100;DEPO;ENGİNOĞLU AMBALAJ - RAMADAN ENGİN  0 264 272 61 46 TÜRKIYE
62;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);50;OZ OZCAN PLASTIK;ÖZ ÖZCAN PLASTIK-IBRAHIM ÖZCAN-NECIP FAZIL MAH. NAIL SOK. NO:28 D:3  0534 329 23 71 TÜRKIYE
63;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);200;OZ OZCAN PLASTIK;ÖZ ÖZCAN PLASTIK-IBRAHIM ÖZCAN-NECIP FAZIL MAH. NAIL SOK. NO:28 D:3  0534 329 23 71 TÜRKIYE
64;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);150;OZ OZCAN PLASTIK;ÖZ ÖZCAN PLASTIK-IBRAHIM ÖZCAN-NECIP FAZIL MAH. NAIL SOK. NO:28 D:3  0534 329 23 71 TÜRKIYE
65;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);150;OZ OZCAN PLASTIK;ÖZ ÖZCAN PLASTIK-IBRAHIM ÖZCAN-NECIP FAZIL MAH. NAIL SOK. NO:28 D:3  0534 329 23 71 TÜRKIYE
66;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012131;MOD 2 Z_250 BEYAZ (URFA);200;OZ OZCAN PLASTIK;ÖZ ÖZCAN PLASTIK-IBRAHIM ÖZCAN-NECIP FAZIL MAH. NAIL SOK. NO:28 D:3  0534 329 23 71 TÜRKIYE
67;2021-10-31 00:00:00.000;M010148;LAPİNA TUR.İŞL.VE TİC.SAN.LTD.ŞTİ.;TA000012109;MOD 14/A_100 BEYAZ (URFA);80;DEPO;GÜVERCİNLİK YOLU  48000 MUĞLA TÜRKIYE
68;2021-10-31 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012095;MOD 1 Z_250 BEYAZ (URFA);21;SOYPLAS;SOYPLAS ELAZIG ORGANIZE SANAYI BÖLGESI 3.BÖLGE 24.YOL  23000 ELAZIĞ TÜRKIYE
69;2021-10-31 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000011259;MOD 2_U_L_BSZ BEYAZ (URFA);328;BIREL AMBALAJ;BİREL AMBALAJ MLZ. SANAYİ MAH. 60419 NOLU SOK.  27000 GAZİANTEP TÜRKIYE
70;2021-10-31 00:00:00.000;M010443;STOK;TA000010591;MOD 121 SIYAH;1;STOK;TÜRKIYE
71;2021-10-31 00:00:00.000;M010443;STOK;TA000011582;MOD 36_100 BEYAZ;1.000;STOK;TÜRKIYE
72;2021-10-31 00:00:00.000;M010443;STOK;TA000012298;MOD 23/CYZ_I_100 BEYAZ;1;STOK;TÜRKIYE
73;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000011548;MOD 36/C_250 BEYAZ;100;HAMZAOGLU TRABZON;CUMHURIYET MAH. SEHIT IS.UZM.ÇVS. MUSTAFA ALI YAZICIOGLU CAD.  61000 TRABZON TÜRKIYE
74;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);200;ERD ERDONMEZ OTOMOTIV;SARAYKENT MAH. 19.SOK. NO:3/A ANTAKYA HATAY  31000 HATAY TÜRKIYE
75;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012192;MOD 27/BZ BEYAZ (URFA);1.200;BAHADIR AMBALAJ NERMIN BAHADIR .;ILYAS MAH. SAKA HÜSEYIN SOK. NO:8  59000 TEKİRDAĞ TÜRKIYE
76;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012192;MOD 27/BZ BEYAZ (URFA);500;BALTALAR TEM.PLS;ÇENEDAG MAH. ESENTEPE CAD. NO:84/A DERINCE KOCAELI  41000 KOCAELİ TÜRKIYE
77;2021-10-31 00:00:00.000;M010443;STOK;TA000010841;MOD 16/A KOYU SARI;1;STOK;TÜRKIYE
78;2021-10-31 00:00:00.000;M010443;STOK;TA000011088;MOD 16/AN OD KOYU SARI;200;STOK;TÜRKIYE
79;2021-10-31 00:00:00.000;M010443;STOK;TA000011101;MOD 16/C KOYU SARI;100;STOK;TÜRKIYE
80;2021-10-31 00:00:00.000;M010443;STOK;TA000011098;MOD 16/C BEYAZ;100;STOK;TÜRKIYE
81;2021-10-31 00:00:00.000;M010443;STOK;TA000011773;MOD 4/B C KOYU SARI;1;STOK;TÜRKIYE
82;2021-10-31 00:00:00.000;M010443;STOK;TA000011898;MOD 7 BEYAZ;1;STOK;TÜRKIYE
83;2021-10-31 00:00:00.000;M010443;STOK;TA000011986;MOD 8/BY_250 BEYAZ;100;STOK;TÜRKIYE
84;2021-10-31 00:00:00.000;M010443;STOK;TA000011899;MOD 7 MAVI;1;STOK;TÜRKIYE
85;2021-10-31 00:00:00.000;M010443;STOK;TA000010423;MOD 110 BEYAZ;300;STOK;TÜRKIYE
86;2021-10-31 00:00:00.000;M010443;STOK;TA000010333;MOD 1_KYS_250 KAYISI;300;STOK;TÜRKIYE
87;2021-10-31 00:00:00.000;M010443;STOK;TA000010770;MOD 122/E OP_70 C YESIL;1;STOK;TÜRKIYE
88;2021-10-31 00:00:00.000;M010443;STOK;TA000011733;MOD 4/A C KOYU SARI;1;STOK;TÜRKIYE
89;2021-10-31 00:00:00.000;M010443;STOK;TA000010923;MOD 16/A OD_225 C KOYU SARI;1;STOK;TÜRKIYE
90;2021-10-31 00:00:00.000;M010443;STOK;TA000011778;MOD 4/B C TURUNCU;1;STOK;TÜRKIYE
91;2021-10-31 00:00:00.000;M010443;STOK;TA000010677;MOD 121/B_OP C SARI;1;STOK;TÜRKIYE
92;2021-10-31 00:00:00.000;M010443;STOK;TA000010982;MOD 16/A Z_150 TURUNCU;300;STOK;TÜRKIYE
93;2021-10-31 00:00:00.000;M010443;STOK;TA000011210;MOD 2 Z_250 TURUNCU;50;STOK;TÜRKIYE
94;2021-10-31 00:00:00.000;M010443;STOK;TA000010309;MOD 1 Z_250 TURUNCU;200;STOK;TÜRKIYE
95;2021-10-31 00:00:00.000;M010443;STOK;TA000011912;MOD 7 LIGHT BEYAZ;1;STOK;TÜRKIYE
96;2021-10-31 00:00:00.000;M010443;STOK;TA000011108;MOD 16/C LIGHT BEYAZ;1;STOK;TÜRKIYE
97;2021-10-31 00:00:00.000;M010443;STOK;TA000010678;MOD 121/B_OP C YESIL;1;STOK;TÜRKIYE
98;2021-10-31 00:00:00.000;M010443;STOK;TA000010598;MOD 121 C TURUNCU;1;STOK;TÜRKIYE
99;2021-10-31 00:00:00.000;M010443;STOK;TA000010245;MOD 1 MAVI;1;STOK;TÜRKIYE
100;2021-10-31 00:00:00.000;M010443;STOK;TA000011914;MOD 7 LIGHT MAVI;1;STOK;TÜRKIYE
101;2021-10-31 00:00:00.000;M010443;STOK;TA000011025;MOD 16/A_KYS_150 KAYISI;1.000;STOK;TÜRKIYE
102;2021-10-31 00:00:00.000;M010443;STOK;TA000010801;MOD 125 OP_225 C KOYU SARI;1;STOK;TÜRKIYE
103;2021-10-31 00:00:00.000;M010443;STOK;TA000010440;MOD 114 BEYAZ;1;STOK;TÜRKIYE
104;2021-10-31 00:00:00.000;M010443;STOK;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);1;STOK;TÜRKIYE
105;2021-10-31 00:00:00.000;M010443;STOK;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);1;STOK;TÜRKIYE
106;2021-10-31 00:00:00.000;M010443;STOK;TA000012214;MOD 36/DZ_100 BEYAZ (URFA);1;STOK;TÜRKIYE
107;2021-10-31 00:00:00.000;M010443;STOK;TA000012194;MOD 27/CZ BEYAZ (URFA);1;STOK;TÜRKIYE
108;2021-10-31 00:00:00.000;M010443;STOK;TA000012182;MOD 24 LIGHT BEYAZ (URFA);1;STOK;TÜRKIYE
109;2021-10-31 00:00:00.000;M010443;STOK;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);1;STOK;TÜRKIYE
110;2021-10-31 00:00:00.000;M010443;STOK;TA000012131;MOD 2 Z_250 BEYAZ (URFA);1;STOK;TÜRKIYE
111;2021-10-31 00:00:00.000;M010443;STOK;TA000012095;MOD 1 Z_250 BEYAZ (URFA);1;STOK;TÜRKIYE
112;2021-10-31 00:00:00.000;M010443;STOK;TA000012208;MOD 33/CY_900 BEYAZ (URFA);1;STOK;TÜRKIYE
113;2021-10-31 00:00:00.000;M010443;STOK;TA000011498;MOD 33/BY_900 BEYAZ (URFA);1;STOK;TÜRKIYE
114;2021-10-31 00:00:00.000;M010443;STOK;TA000012200;MOD 33/AY_900 BEYAZ (URFA);1;STOK;TÜRKIYE
115;2021-10-31 00:00:00.000;M010443;STOK;TA000011903;MOD 7 SIYAH;1;STOK;TÜRKIYE
