DocEntry;DocDate;CardCode;CardName;ItemCode;Dscription;Miktar;ShipToCode;Address2
5470;2022-01-18 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012131;MOD 2 Z_250 BEYAZ (URFA);600;DEPO;BALCI AMBALAJ LTD.ŞTİ. 07000 MURATPAŞA ANTALYA TÜRKIYE
5471;2022-01-18 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);600;DEPO;BALCI AMBALAJ LTD.ŞTİ. 07000 MURATPAŞA ANTALYA TÜRKIYE
5472;2022-01-18 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000012208;MOD 33/CY_900 BEYAZ (URFA);200;DEPO;BALCI AMBALAJ LTD.ŞTİ. 07000 MURATPAŞA ANTALYA TÜRKIYE
5473;2022-01-18 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012192;MOD 27/BZ BEYAZ (URFA);3.600;BIREL AMBALAJ;BİREL AMBALAJ MLZ. SANAYİ MAH. 60419 NOLU SOK. 27000 MERKEZ GAZİANTEP TÜRKIYE
5474;2022-01-18 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000011259;MOD 2_U_L_BSZ BEYAZ (URFA);2.000;BIREL AMBALAJ;BİREL AMBALAJ MLZ. SANAYİ MAH. 60419 NOLU SOK. 27000 MERKEZ GAZİANTEP TÜRKIYE
5475;2022-01-18 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012200;MOD 33/AY_900 BEYAZ (URFA);250;BIREL AMBALAJ;BİREL AMBALAJ MLZ. SANAYİ MAH. 60419 NOLU SOK. 27000 MERKEZ GAZİANTEP TÜRKIYE
5476;2022-01-18 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000011498;MOD 33/BY_900 BEYAZ (URFA);300;BIREL AMBALAJ;BİREL AMBALAJ MLZ. SANAYİ MAH. 60419 NOLU SOK. 27000 MERKEZ GAZİANTEP TÜRKIYE
5477;2022-01-18 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012208;MOD 33/CY_900 BEYAZ (URFA);100;BIREL AMBALAJ;BİREL AMBALAJ MLZ. SANAYİ MAH. 60419 NOLU SOK. 27000 MERKEZ GAZİANTEP TÜRKIYE
5478;2022-01-18 00:00:00.000;M010122;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ.;TA000012194;MOD 27/CZ BEYAZ (URFA);1.000;DEPO;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ. 48000 BODRUM MUĞLA TÜRKIYE
5479;2022-01-18 00:00:00.000;M010122;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ.;TA000012214;MOD 36/DZ_100 BEYAZ (URFA);250;DEPO;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ. 48000 BODRUM MUĞLA TÜRKIYE
5480;2022-01-18 00:00:00.000;M010122;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);250;DEPO;HAKAN AMB.END.TEM.ÜRÜN.SAN.TİC.LTD.ŞTİ. 48000 BODRUM MUĞLA TÜRKIYE
5481;2022-01-18 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000010307;MOD 1 Z_250 BEYAZ;1.000;ANTEP DEPO;KÖKSALLAR AMBALAJ BASPINAR (ORGANIZE) OSB MAH. OSB 5.BÖLGE 83542 NOLU CAD. NO:4 27000 SEHITKAMIL GAZİANTEP TÜRKIYE
5482;2022-01-18 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;400;BOĞAZİÇİ ARMATÜR LTD.ŞTİ. ADINA;MS MEGA İNŞAAT TOKİ 747 KONUT ŞANTİYESİ SEPETÇİLER KÖYÜ 41000 İZMİT KOCAELİ TÜRKIYE
5483;2022-01-18 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011031;MOD 16/A_S_OP_100_C TURUNCU;1.600;AKYEM;AKYEM A.S. MERSIN YOLU ÜZERI 17. KM 01000 SEYHAN ADANA TÜRKIYE
5484;2022-01-18 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011031;MOD 16/A_S_OP_100_C TURUNCU;1.600;AKYEM;AKYEM A.S. MERSIN YOLU ÜZERI 17. KM 01000 SEYHAN ADANA TÜRKIYE
5485;2022-01-18 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011031;MOD 16/A_S_OP_100_C TURUNCU;1.600;AKYEM;AKYEM A.S. MERSIN YOLU ÜZERI 17. KM 01000 SEYHAN ADANA TÜRKIYE
5486;2022-01-18 00:00:00.000;M010153;MERSİN GÜNEY KAĞ.TEM.AMB.PLAS.SAN.TİC.LTD.ŞTİ.;TA000011031;MOD 16/A_S_OP_100_C TURUNCU;1.600;AKYEM;AKYEM A.S. MERSIN YOLU ÜZERI 17. KM 01000 SEYHAN ADANA TÜRKIYE
5487;2022-01-18 00:00:00.000;M010041;BEYPİ A.Ş.;TA000012305;MOD 121/B_OP_200_C BEYAZ;500;KESİMHANE;VAKIFGEÇITVEREN KÖYÜ KABAKÇIKIRI SOK. NO:4 14000 MERKEZ BOLU TÜRKIYE
5488;2022-01-18 00:00:00.000;M010041;BEYPİ A.Ş.;TA000012305;MOD 121/B_OP_200_C BEYAZ;604;KESİMHANE;VAKIFGEÇITVEREN KÖYÜ KABAKÇIKIRI SOK. NO:4 14000 MERKEZ BOLU TÜRKIYE
5489;2022-01-18 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010248;MOD 1 C BEYAZ;360;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5490;2022-01-19 00:00:00.000;M010135;KESKİNOĞLU TAV.VE DAM.SAN.A.Ş.;TA000012259;MOD 16/A_S_OP_200_C SIYAH;552;KESİMHANE;KAYALIOĞLU MAH. İSTİKLAL CAD. NO:140 45200 AKHİSAR MANİSA TÜRKIYE
5491;2022-01-19 00:00:00.000;M010024;AK YÜKSEL AMB.TIC.LTD.STI.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);3.000;DEPO BEGOS;BEGOS 3.BÖLGE 2/21 SOKAK NO:5 35000 BUCA İZMİR TÜRKIYE
5492;2022-01-19 00:00:00.000;M010024;AK YÜKSEL AMB.TIC.LTD.STI.;TA000012346;MOD 27/CZ BEYAZ (IZMIR);2.000;DEPO BEGOS;BEGOS 3.BÖLGE 2/21 SOKAK NO:5 35000 BUCA İZMİR TÜRKIYE
5493;2022-01-19 00:00:00.000;M010024;AK YÜKSEL AMB.TIC.LTD.STI.;TA000012197;MOD 29/B BEYAZ (URFA);1.500;DEPO BEGOS;BEGOS 3.BÖLGE 2/21 SOKAK NO:5 35000 BUCA İZMİR TÜRKIYE
5494;2022-01-19 00:00:00.000;M010024;AK YÜKSEL AMB.TIC.LTD.STI.;TA000010333;MOD 1_KYS_250 KAYISI;500;DEPO BEGOS;BEGOS 3.BÖLGE 2/21 SOKAK NO:5 35000 BUCA İZMİR TÜRKIYE
5495;2022-01-19 00:00:00.000;M010031;ATILIM AMB.SAN.TİC.LTD.ŞTİ;TA000010841;MOD 16/A KOYU SARI;750;AYMET AMBALAJ;AYMET AMBALAJ TEM.SAN.TIC.LTD.STI. 34000 KÜÇÜKÇEKMECE İSTANBUL TÜRKIYE
5496;2022-01-19 00:00:00.000;M010058;BALCI AMBALAJ PAZ.TIC.SAN.LTD.STI.;TA000011899;MOD 7 MAVI;650;KARADENIZ AMBALAJ;YENI HAL NO:821 07000 KEPEZ ANTALYA TÜRKIYE
5497;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000010583;MOD 121 BEYAZ;400;OZKURUSLAR;ÖZKURUSLAR GIDA A.S. AKPINAR MAH. BILIM CAD. NO:7 34000 SANCAKTEPE İSTANBUL TÜRKIYE
5498;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000010591;MOD 121 SIYAH;400;OZKURUSLAR;ÖZKURUSLAR GIDA A.S. AKPINAR MAH. BILIM CAD. NO:7 34000 SANCAKTEPE İSTANBUL TÜRKIYE
5499;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000010333;MOD 1_KYS_250 KAYISI;120;OZKURUSLAR;ÖZKURUSLAR GIDA A.S. AKPINAR MAH. BILIM CAD. NO:7 34000 SANCAKTEPE İSTANBUL TÜRKIYE
5500;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000011255;MOD 2_KYS_250 KAYISI;120;OZKURUSLAR;ÖZKURUSLAR GIDA A.S. AKPINAR MAH. BILIM CAD. NO:7 34000 SANCAKTEPE İSTANBUL TÜRKIYE
5501;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000011101;MOD 16/C KOYU SARI;200;OZKURUSLAR;ÖZKURUSLAR GIDA A.S. AKPINAR MAH. BILIM CAD. NO:7 34000 SANCAKTEPE İSTANBUL TÜRKIYE
5502;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012214;MOD 36/DZ_100 BEYAZ (URFA);350;CAKMAK AMBALAJ;ÇAKMAK AMBALAJ SANTRAL GARAJ MAH. DR.SADIK AHMET CAD. NO:181 16000 OSMANGAZI BURSA TÜRKIYE
5503;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);350;CAKMAK AMBALAJ;ÇAKMAK AMBALAJ SANTRAL GARAJ MAH. DR.SADIK AHMET CAD. NO:181 16000 OSMANGAZI BURSA TÜRKIYE
5504;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);150;CAKMAK AMBALAJ;ÇAKMAK AMBALAJ SANTRAL GARAJ MAH. DR.SADIK AHMET CAD. NO:181 16000 OSMANGAZI BURSA TÜRKIYE
5505;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);300;CAKMAK AMBALAJ;ÇAKMAK AMBALAJ SANTRAL GARAJ MAH. DR.SADIK AHMET CAD. NO:181 16000 OSMANGAZI BURSA TÜRKIYE
5506;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012131;MOD 2 Z_250 BEYAZ (URFA);300;CAKMAK AMBALAJ;ÇAKMAK AMBALAJ SANTRAL GARAJ MAH. DR.SADIK AHMET CAD. NO:181 16000 OSMANGAZI BURSA TÜRKIYE
5507;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);100;CAKMAK AMBALAJ;ÇAKMAK AMBALAJ SANTRAL GARAJ MAH. DR.SADIK AHMET CAD. NO:181 16000 OSMANGAZI BURSA TÜRKIYE
5508;2022-01-19 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);850;DEPO;AĞAÇ İŞLERİ SANAYİ SİTESİ 1358 SOKAK NO:20 İVEDİK 06000 YENİMAHALLE ANKARA TÜRKIYE
5509;2022-01-19 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);1.200;DEPO;AĞAÇ İŞLERİ SANAYİ SİTESİ 1358 SOKAK NO:20 İVEDİK 06000 YENİMAHALLE ANKARA TÜRKIYE
5510;2022-01-19 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);400;DEPO;AĞAÇ İŞLERİ SANAYİ SİTESİ 1358 SOKAK NO:20 İVEDİK 06000 YENİMAHALLE ANKARA TÜRKIYE
5511;2022-01-19 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);1.000;DEPO;AĞAÇ İŞLERİ SANAYİ SİTESİ 1358 SOKAK NO:20 İVEDİK 06000 YENİMAHALLE ANKARA TÜRKIYE
5512;2022-01-19 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);300;BALIKESİR ŞEHİR HASTANESİ (KİTE PLUS);GAZİOSMANPAŞA 209.SOKAK 10000 ALTIEYLÜL BALIKESİR TÜRKIYE
5513;2022-01-19 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000012192;MOD 27/BZ BEYAZ (URFA);1.100;KİTE PLAST AMB.TİC.LTD.ŞTİ.;GAZİ MAH. TIGEM NO:146 06000 YENİMAHALLE ANKARA TÜRKIYE
5514;2022-01-19 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000012192;MOD 27/BZ BEYAZ (URFA);800;BALIKESİR ŞEHİR HASTANESİ (KİTE PLUS);GAZİOSMANPAŞA 209.SOKAK 10000 ALTIEYLÜL BALIKESİR TÜRKIYE
5515;2022-01-19 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000012192;MOD 27/BZ BEYAZ (URFA);1.200;DEPO;AĞAÇ İŞLERİ SANAYİ SİTESİ 1358 SOKAK NO:20 İVEDİK 06000 YENİMAHALLE ANKARA TÜRKIYE
5516;2022-01-19 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000012214;MOD 36/DZ_100 BEYAZ (URFA);500;DEPO;AĞAÇ İŞLERİ SANAYİ SİTESİ 1358 SOKAK NO:20 İVEDİK 06000 YENİMAHALLE ANKARA TÜRKIYE
5517;2022-01-19 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000010307;MOD 1 Z_250 BEYAZ;100;HAMZAOGLU TRABZON;CUMHURIYET MAH. SEHIT IS.UZM.ÇVS. MUSTAFA ALI YAZICIOGLU CAD. 61000 YOMRA TRABZON TÜRKIYE
5518;2022-01-19 00:00:00.000;M010200;TURPAK SAN.TİC.LTD.ŞTİ.;TA000010307;MOD 1 Z_250 BEYAZ;500;DEPO;AĞAÇ İŞLERİ SANAYİ SİTESİ 1358 SOKAK NO:20 İVEDİK 06000 YENİMAHALLE ANKARA TÜRKIYE
5519;2022-01-19 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);600;SEMEN YEMEK;CUMHURİYET MAH. İSMET İNÖNÜ CAD. KETEN SOK. NO:14 ŞEKERPINAR 41000 GEBZE KOCAELİ TÜRKIYE
5520;2022-01-19 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);1;ACS AMBALAJ .;SEYHLI MAH. FATIH SULTAN MEHMET CAD. NO:74 PENDIK 34000 PENDİK İSTANBUL TÜRKIYE
5521;2022-01-19 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012093;MOD 1 BEYAZ (URFA);1;ACS AMBALAJ .;SEYHLI MAH. FATIH SULTAN MEHMET CAD. NO:74 PENDIK 34000 PENDİK İSTANBUL TÜRKIYE
5522;2022-01-19 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012093;MOD 1 BEYAZ (URFA);1;ACS AMBALAJ .;SEYHLI MAH. FATIH SULTAN MEHMET CAD. NO:74 PENDIK 34000 PENDİK İSTANBUL TÜRKIYE
5523;2022-01-19 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012093;MOD 1 BEYAZ (URFA);1;ACS AMBALAJ .;SEYHLI MAH. FATIH SULTAN MEHMET CAD. NO:74 PENDIK 34000 PENDİK İSTANBUL TÜRKIYE
5524;2022-01-19 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);1;DEPO;İNTERSOY GIDA AMB.LTD.ŞTİ. PELİTLİ MAH ŞANTİYE CAD 41000 GEBZE KOCAELİ TÜRKIYE
5525;2022-01-19 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;350;IKITELLI LADIK;IKITELLI KERESTECILER SITESI 12.BLOK NO:1 34000 İKİTELLİ İSTANBUL TÜRKIYE
5526;2022-01-19 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;50;IKITELLI LADIK;IKITELLI KERESTECILER SITESI 12.BLOK NO:1 34000 İKİTELLİ İSTANBUL TÜRKIYE
5527;2022-01-19 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;100;KARTEPE LADIK;SARIMESE MAH. EKEN SOK. NO:8 41000 KARTEPE KOCAELİ TÜRKIYE
5528;2022-01-19 00:00:00.000;M020079;KLIR CHEMICALS L.T.D./ISRAIL;TA000010201;MB1_K_WHITE BEYAZ;300;SHIP TO;14 Hakozer St. Beer-Sheva| Isreal 84417 ISRAIL BEER-SHEVA ISRAEL
5528;2022-01-19 00:00:00.000;M020079;KLIR CHEMICALS L.T.D./ISRAIL;TA000011510;MOD 33/CI_BSZK_500 KREM;300;SHIP TO;14 Hakozer St. Beer-Sheva| Isreal 84417 ISRAIL BEER-SHEVA ISRAEL
5528;2022-01-19 00:00:00.000;M020079;KLIR CHEMICALS L.T.D./ISRAIL;TA000011464;MOD 30_BSZK KREM;500;SHIP TO;14 Hakozer St. Beer-Sheva| Isreal 84417 ISRAIL BEER-SHEVA ISRAEL
5528;2022-01-19 00:00:00.000;M020079;KLIR CHEMICALS L.T.D./ISRAIL;TA000011509;MOD 33/CI_BSZK_500 BEYAZ;600;SHIP TO;14 Hakozer St. Beer-Sheva| Isreal 84417 ISRAIL BEER-SHEVA ISRAEL
5529;2022-01-19 00:00:00.000;M010165;ONUR MENSUCAT PAZARLAMA VE TİCARET A.Ş.;PL000000132;FLOOR_5_50 KOYU YESIL;60;DEPO;KAZIM DİRİK MAH. 5003/1 SK. NO:70/C ÇAMDİBİ 35000 BORNOVA İZMİR TÜRKIYE
5530;2022-01-19 00:00:00.000;M010165;ONUR MENSUCAT PAZARLAMA VE TİCARET A.Ş.;PL000000129;FLOOR_3_50 KOYU YESIL;160;DEPO;KAZIM DİRİK MAH. 5003/1 SK. NO:70/C ÇAMDİBİ 35000 BORNOVA İZMİR TÜRKIYE
5531;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010324;MOD 1 Z_600 BEYAZ;133;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5532;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010335;MOD 1_KYS_250_C KAYISI;80;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5533;2022-01-19 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000164;ZEBRA_5_50 GRI;50;GAZİANTEP YER DÖŞ.LTD.ŞTİ.;AYDINLAR MAH. 3065 NOLU CAD. NO:5 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
5534;2022-01-19 00:00:00.000;M010146;LADİK ORM.ÜRÜN.İNŞ.PLAS.SAN.VE TİC.LTD.ŞTİ.;PL000000136;LADIX_3_B PLUS_50 GRI;300;GAZİANTEP YER DÖŞ.LTD.ŞTİ.;AYDINLAR MAH. 3065 NOLU CAD. NO:5 27000 ŞEHİTKAMİL GAZİANTEP TÜRKIYE
5535;2022-01-19 00:00:00.000;M020304;SILCO A.S. LTD.;TA000012375;MOD S3_LAM_K ACIK KREM;1;Ship To;4 KINNEREST ST. AIRPORT CITY 70 19802  ISRAEL 19802 AIRPORT CITY AIRPORT CITY ISRAEL
5536;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010361;MOD 101 C BEYAZ;200;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5537;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010369;MOD 101 LIGHT C TURUNCU;833;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5538;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010371;MOD 101 LIGHT C BEYAZ;192;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5539;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010371;MOD 101 LIGHT C BEYAZ;900;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5540;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010372;MOD 101 LIGHT C SARI;620;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5541;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010429;MOD 110 C BEYAZ;300;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5542;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010860;MOD 16/A C BEYAZ;333;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5543;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010991;MOD 16/A Z_400 BEYAZ;100;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5544;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000010991;MOD 16/A Z_400 BEYAZ;50;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5545;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000011104;MOD 16/C C BEYAZ;200;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5546;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000011114;MOD 16/C LIGHT C BEYAZ;200;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5547;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000011114;MOD 16/C LIGHT C BEYAZ;1.250;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5548;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000011219;MOD 2 Z_600 BEYAZ;117;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5549;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000011219;MOD 2 Z_600 BEYAZ;33;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5550;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000011238;MOD 2/D Z_500 BEYAZ;390;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5551;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000012005;MOD 8/C C BEYAZ;933;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5552;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000012017;MOD 8/D C BEYAZ;1.400;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5553;2022-01-19 00:00:00.000;M020036;BULGARPACK TRADING LTD.-BULGARISTAN;TA000012023;MOD 8/D LIGHT C BEYAZ;1.700;ShIp TO;53 ANGEL VOYVODA STR. 1510 01510 SOFYA SOFYA BULGARIA
5554;2022-01-19 00:00:00.000;M010185;SARPLAST PLAST.TİC.LTD.ŞTİ.;TA000012366;MOD 603LAM_L_C BEYAZ;1;DEPO;SARPLAST PLAST.TİC.LTD.ŞTİ. 55000 TEKKEKÖY SAMSUN TÜRKIYE
5555;2022-01-20 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011925;MOD 76 SIYAH;340;SHIP TO;DERETHE SULTANI 1 10100 İSRAİL TIRA ISRAEL
5555;2022-01-20 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011920;MOD 76 BEYAZ;340;SHIP TO;DERETHE SULTANI 1 10100 İSRAİL TIRA ISRAEL
5555;2022-01-20 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000011926;MOD 76 SARI;170;SHIP TO;DERETHE SULTANI 1 10100 İSRAİL TIRA ISRAEL
5555;2022-01-20 00:00:00.000;M020032;ANAEL SHIVOK TSAMERET LTD. - İSRAİL;TA000012234;MOD 76 ACIK KIRMIZI;170;SHIP TO;DERETHE SULTANI 1 10100 İSRAİL TIRA ISRAEL
5556;2022-01-20 00:00:00.000;M010053;1E1 BİRLİK AMB.İNŞ.GIDA TİC.TLD.ŞTİ.;TA000010244;MOD 1 BEYAZ;1;DEPO;MACUN MAH.249 SOK.SS.YENİMAHALLE 06000 YENİMAHALLE ANKARA TÜRKIYE
5557;2022-01-20 00:00:00.000;M010053;1E1 BİRLİK AMB.İNŞ.GIDA TİC.TLD.ŞTİ.;TA000010244;MOD 1 BEYAZ;1;DEPO;MACUN MAH.249 SOK.SS.YENİMAHALLE 06000 YENİMAHALLE ANKARA TÜRKIYE
5558;2022-01-20 00:00:00.000;M030100;AYNA GLOBAL LOJISTIK SAN.VE TIC. LTD. STI.;TA000012219;MOD 45_Z BEYAZ (URFA);980;AYNA GLOBAL LOJISTIK SAN.VE TIC. LTD. STI.;ORTAKÖY MAH. 1033 SOK.NO:7/1 ARTUKLU MARDIN 47060 ARTUKLU MARDİN TÜRKIYE
